center,left,right,steering,throttle,brake,velocity
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_54_898.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_54_898.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_54_898.jpg,0,0,0,29.25384
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_54_970.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_54_970.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_54_970.jpg,0,0,0,29.0186
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_041.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_041.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_041.jpg,0,0,0,28.84342
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_142.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_142.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_142.jpg,0,0,0,28.5538
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_219.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_219.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_219.jpg,0,0,0,28.3242
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_286.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_286.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_286.jpg,0,0,0,4.384949
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_353.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_353.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_353.jpg,0,0,0.204144,3.291603
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_428.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_428.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_428.jpg,0,0,0.4224719,2.613042
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_494.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_494.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_494.jpg,0,0,0.6241947,2.116967
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_590.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_590.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_590.jpg,0,0,0.912504,1.209728
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_666.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_666.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_666.jpg,0,0,1,0.5090243
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_734.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_734.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_734.jpg,0,0,1,0.1637653
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_15_55_808.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_15_55_808.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_15_55_808.jpg,0,0,1,0.4672433
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_35_747.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_35_747.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_35_747.jpg,-0.0149341,1,0,30.19022
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_35_822.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_35_822.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_35_822.jpg,-0.0149341,1,0,30.19028
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_35_926.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_35_926.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_35_926.jpg,-0.0149341,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_018.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_018.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_018.jpg,-0.01328656,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_090.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_090.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_090.jpg,-0.0124628,1,0,30.19023
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_179.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_179.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_179.jpg,-0.0124628,1,0,30.19028
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_258.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_258.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_258.jpg,-0.0124628,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_378.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_378.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_378.jpg,-0.0124628,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_459.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_459.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_459.jpg,-0.0124628,1,0,30.19023
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_526.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_526.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_526.jpg,-0.0124628,1,0,30.19022
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_607.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_607.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_607.jpg,-0.0124628,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_698.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_698.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_698.jpg,-0.01497396,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_810.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_810.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_810.jpg,-0.01999628,1,0,30.1902
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_894.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_894.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_894.jpg,-0.02083334,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_36_961.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_36_961.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_36_961.jpg,-0.02083334,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_064.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_064.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_064.jpg,-0.02083334,1,0,30.19017
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_135.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_135.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_135.jpg,-0.02167039,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_251.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_251.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_251.jpg,-0.02250744,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_326.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_326.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_326.jpg,-0.02250744,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_393.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_393.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_393.jpg,-0.02250744,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_475.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_475.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_475.jpg,-0.02250744,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_567.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_567.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_567.jpg,-0.02250744,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_679.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_679.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_679.jpg,-0.01296769,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_750.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_750.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_750.jpg,-0.01296769,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_821.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_821.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_821.jpg,-0.01296769,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_911.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_911.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_911.jpg,-0.01296769,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_37_986.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_37_986.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_37_986.jpg,-0.01296769,1,0,30.19029
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_095.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_095.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_095.jpg,-0.01049639,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_174.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_174.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_174.jpg,-0.005102041,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_247.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_247.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_247.jpg,0.001939838,1,0,30.19027
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_327.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_327.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_327.jpg,0.001939838,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_411.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_411.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_411.jpg,0.001939838,1,0,30.19039
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_506.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_506.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_506.jpg,0.001939838,1,0,30.19023
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_595.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_595.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_595.jpg,-0.0005713223,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_662.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_662.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_662.jpg,-0.00475659,1,0,30.1902
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_739.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_739.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_739.jpg,-0.008529974,1,0,30.19022
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_827.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_827.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_827.jpg,-0.01438935,1,0,30.19024
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_38_922.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_38_922.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_38_922.jpg,-0.01606346,1,0,30.19025
/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/center_2019_11_30_13_16_39_010.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/left_2019_11_30_13_16_39_010.jpg,/Users/grzegorz.tyminski/OneDrive - intive/Projects/Cognitive/Behavioral Clonning/backup/IMG/right_2019_11_30_13_16_39_010.jpg,-0.01941167,1,0,30.19027
